AGS;GEMEINDE;STT;STADTTEIL;STADTVIERTEL;Stand_Einwohner;EINW_HW_GESAMT;EINW_HW_FRAUEN;EINW_HW_DEUTSCH;EINW_HW_NICHTDEUTSCH;EINW_HW_unter18;EINW_HW_18_bis_unter_30;EINW_HW_30_bis_unter_40;EINW_HW_40_bis_unter_50;EINW_HW_50_bis_unter_60;EINW_HW_60_und_aelter;Haushalte
8335043;Konstanz;"""035""";Petershausen-Ost;"""0354""";31.12.2020;1157;664;1063;94;125;79;74;94;137;648;628
8335043;Konstanz;"""035""";Petershausen-Ost;"""0355""";31.12.2020;1306;669;1212;94;189;243;129;136;203;406;711
8335043;Konstanz;"""035""";Petershausen-Ost;"""035""";31.12.2020;7270;3970;6349;921;987;1287;806;673;985;2532;4142
8335043;Konstanz;"""040""";Koenigsbau;"""0401""";31.12.2020;1180;627;1030;150;118;369;105;102;167;319;725
8335043;Konstanz;"""040""";Koenigsbau;"""0402""";31.12.2020;1626;883;1215;411;376;253;223;207;232;335;767
8335043;Konstanz;"""040""";Koenigsbau;"""0403""";31.12.2020;2540;1286;2070;470;351;1213;265;174;167;370;1339
8335043;Konstanz;"""040""";Koenigsbau;"""0404""";31.12.2020;908;481;781;127;166;182;112;98;129;221;466
8335043;Konstanz;"""040""";Koenigsbau;"""040""";31.12.2020;6254;3277;5096;1158;1011;2017;705;581;695;1245;3297
8335043;Konstanz;"""050""";Allmannsdorf;"""0501""";31.12.2020;1697;910;1527;170;263;267;202;165;278;522;912
8335043;Konstanz;"""050""";Allmannsdorf;"""0502""";31.12.2020;1352;720;1198;154;199;272;166;133;219;363;736
8335043;Konstanz;"""050""";Allmannsdorf;"""0503""";31.12.2020;2259;1210;2048;211;278;484;277;208;344;668;1311
8335043;Konstanz;"""050""";Allmannsdorf;"""050""";31.12.2020;5308;2840;4773;535;740;1023;645;506;841;1553;2959
8335043;Konstanz;"""060""";Staad;"""0601""";31.12.2020;1035;543;947;88;127;149;103;109;165;382;579
8335043;Konstanz;"""060""";Staad;"""0602""";31.12.2020;805;428;719;86;129;112;99;95;102;268;430
8335043;Konstanz;"""060""";Staad;"""060""";31.12.2020;1840;971;1666;174;256;261;202;204;267;650;1009
8335043;Konstanz;"""070""";Fuerstenberg;"""0701""";31.12.2020;4322;2235;3484;838;625;1230;585;405;556;921;2488
8335043;Konstanz;"""070""";Fuerstenberg;"""0702""";31.12.2020;3199;1648;2702;497;414;677;441;309;426;932;1803
8335043;Konstanz;"""070""";Fuerstenberg;"""0703""";31.12.2020;2177;1123;1884;293;346;392;268;232;322;617;1162
8335043;Konstanz;"""070""";Fuerstenberg;"""0704""";31.12.2020;2671;1376;1944;727;364;618;400;315;355;619;1569
8335043;Konstanz;"""070""";Fuerstenberg;"""070""";31.12.2020;12369;6382;10014;2355;1749;2917;1694;1261;1659;3089;7022
8335043;Konstanz;"""080""";Wollmatingen;"""0801""";31.12.2020;2741;1443;2120;621;603;448;379;308;418;585;1340
8335043;Konstanz;"""080""";Wollmatingen;"""0802""";31.12.2020;2163;1079;1911;252;417;414;254;296;369;413;1042
8335043;Konstanz;"""080""";Wollmatingen;"""0803""";31.12.2020;1838;964;1628;210;272;346;214;217;343;446;966
8335043;Konstanz;"""080""";Wollmatingen;"""080""";31.12.2020;6742;3486;5659;1083;1292;1208;847;821;1130;1444;3348
8335043;Konstanz;"""090""";Industriegebiet;"""0901""";31.12.2020;769;339;499;270;126;175;102;79;130;157;379
8335043;Konstanz;"""090""";Industriegebiet;"""0902""";31.12.2020;112;48;68;44;10;24;15;19;24;20;64
8335043;Konstanz;"""090""";Industriegebiet;"""0903""";31.12.2020;109;35;59;50;9;24;16;7;30;23;56
8335043;Konstanz;"""090""";Industriegebiet;"""090""";31.12.2020;990;422;626;364;145;223;133;105;184;200;499
8335043;Konstanz;"""100""";Egg;"""1001""";31.12.2020;788;387;708;80;168;137;84;98;130;171;360
8335043;Konstanz;"""100""";Egg;"""100""";31.12.2020;788;387;708;80;168;137;84;98;130;171;360
8335043;Konstanz;"""110""";Litzelstetten;"""1101""";31.12.2020;1777;914;1621;156;268;273;193;186;310;547;942
8335043;Konstanz;"""110""";Litzelstetten;"""1102""";31.12.2020;2009;1068;1796;213;258;264;224;187;341;735;1111
8335043;Konstanz;"""110""";Litzelstetten;"""1103""";31.12.2020;37;12;8;29;0;6;9;5;11;6;24
8335043;Konstanz;"""110""";Litzelstetten;"""110""";31.12.2020;3823;1994;3425;398;526;543;426;378;662;1288;2077
8335043;Konstanz;"""120""";Dingelsdorf;"""1201""";31.12.2020;1773;911;1629;144;281;251;205;170;310;556;903
8335043;Konstanz;"""120""";Dingelsdorf;"""1202""";31.12.2020;309;150;268;41;44;39;24;37;47;118;149
8335043;Konstanz;"""120""";Dingelsdorf;"""120""";31.12.2020;2082;1061;1897;185;325;290;229;207;357;674;1052
8335043;Konstanz;"""130""";Dettingen;"""1301""";31.12.2020;1566;804;1381;185;303;204;176;200;213;470;744
8335043;Konstanz;"""130""";Dettingen;"""1302""";31.12.2020;1776;911;1607;169;272;249;204;194;279;578;899
8335043;Konstanz;"""130""";Dettingen;"""130""";31.12.2020;3342;1715;2988;354;575;453;380;394;492;1048;1643
8335043;Konstanz;"""140""";Wallhausen;"""1401""";31.12.2020;1135;591;971;164;152;173;147;125;194;344;638
8335043;Konstanz;"""140""";Wallhausen;"""140""";31.12.2020;1135;591;971;164;152;173;147;125;194;344;638
8335043;Konstanz;.;Stadt Konstanz;.;31.12.2020;85837;44669;72270;13567;12331;19793;11584;8837;11909;21383;48460
8335043;Konstanz;"""010""";Altstadt;"""0101""";31.12.2019;1321;656;1010;311;142;394;246;162;153;224;872
8335043;Konstanz;"""010""";Altstadt;"""0102""";31.12.2019;1778;896;1424;354;275;420;303;204;219;357;1075
8335043;Konstanz;"""010""";Altstadt;"""0103""";31.12.2019;2861;1488;2531;330;407;577;473;332;393;679;1680
8335043;Konstanz;"""010""";Altstadt;"""0104""";31.12.2019;2155;1200;1923;232;300;442;281;272;312;548;1278
8335043;Konstanz;"""010""";Altstadt;"""0105""";31.12.2019;1356;722;1211;145;226;304;231;178;188;229;772
8335043;Konstanz;"""010""";Altstadt;"""0106""";31.12.2019;1207;608;997;210;108;359;244;112;140;244;830
8335043;Konstanz;"""010""";Altstadt;"""0107""";31.12.2019;1460;766;1216;244;163;381;237;150;176;353;965
8335043;Konstanz;"""010""";Altstadt;"""010""";31.12.2019;12138;6336;10312;1826;1621;2877;2015;1410;1581;2634;7472
8335043;Konstanz;"""020""";Paradies;"""0201""";31.12.2019;2802;1502;2497;305;378;487;409;300;451;777;1680
8335043;Konstanz;"""020""";Paradies;"""0202""";31.12.2019;1624;936;1452;172;182;325;216;161;227;513;1048
8335043;Konstanz;"""020""";Paradies;"""0203""";31.12.2019;1072;454;816;256;12;1023;29;5;NA;NA;645
8335043;Konstanz;"""020""";Paradies;"""0204""";31.12.2019;599;310;571;28;98;108;70;62;NA;NA;322
8335043;Konstanz;"""020""";Paradies;"""020""";31.12.2019;6097;3202;5336;761;670;1943;724;528;800;1432;3695
8335043;Konstanz;"""030""";Petershausen-West;"""0301""";31.12.2019;1016;525;772;244;145;275;166;109;123;198;610
8335043;Konstanz;"""030""";Petershausen-West;"""0302""";31.12.2019;1691;836;1179;512;258;466;245;191;215;316;883
8335043;Konstanz;"""030""";Petershausen-West;"""0303""";31.12.2019;6079;3110;4883;1196;816;1938;1066;590;688;981;3549
8335043;Konstanz;"""030""";Petershausen-West;"""0304""";31.12.2019;3479;1722;2664;815;380;1155;558;322;394;670;2174
8335043;Konstanz;"""030""";Petershausen-West;"""0305""";31.12.2019;1751;912;1496;255;268;395;213;183;260;432;976
8335043;Konstanz;"""030""";Petershausen-West;"""0306""";31.12.2019;2005;1064;1692;313;212;608;296;226;258;405;1218
8335043;Konstanz;"""030""";Petershausen-West;"""030""";31.12.2019;16021;8169;12686;3335;2079;4837;2544;1621;1938;3002;9410
8335043;Konstanz;"""035""";Petershausen-Ost;"""0351""";31.12.2019;2136;1196;1704;432;308;562;263;211;260;532;1231
8335043;Konstanz;"""035""";Petershausen-Ost;"""0352""";31.12.2019;1377;768;1238;139;194;214;168;128;190;483;784
8335043;Konstanz;"""035""";Petershausen-Ost;"""0353""";31.12.2019;1259;666;1145;114;169;206;144;116;206;418;731
8335043;Konstanz;"""035""";Petershausen-Ost;"""0354""";31.12.2019;1139;653;1051;88;126;71;71;95;132;644;635
8335043;Konstanz;"""035""";Petershausen-Ost;"""0355""";31.12.2019;1337;684;1236;101;195;272;125;147;206;392;717
8335043;Konstanz;"""035""";Petershausen-Ost;"""035""";31.12.2019;7248;3967;6374;874;992;1325;771;697;994;2469;4098
8335043;Konstanz;"""040""";Koenigsbau;"""0401""";31.12.2019;1164;621;1024;140;121;363;92;115;165;308;718
8335043;Konstanz;"""040""";Koenigsbau;"""0402""";31.12.2019;1572;861;1203;369;354;250;200;213;230;325;740
8335043;Konstanz;"""040""";Koenigsbau;"""0403""";31.12.2019;2530;1301;1997;533;338;1261;256;156;160;359;1345
8335043;Konstanz;"""040""";Koenigsbau;"""0404""";31.12.2019;915;468;793;122;150;200;114;94;141;216;488
8335043;Konstanz;"""040""";Koenigsbau;"""040""";31.12.2019;6181;3251;5017;1164;963;2074;662;578;696;1208;3291
8335043;Konstanz;"""050""";Allmannsdorf;"""0501""";31.12.2019;1683;899;1525;158;252;285;189;171;279;507;895
8335043;Konstanz;"""050""";Allmannsdorf;"""0502""";31.12.2019;1347;712;1183;164;194;287;158;153;206;349;743
8335043;Konstanz;"""050""";Allmannsdorf;"""0503""";31.12.2019;2318;1240;2087;231;277;544;279;207;348;663;1376
8335043;Konstanz;"""050""";Allmannsdorf;"""050""";31.12.2019;5348;2851;4795;553;723;1116;626;531;833;1519;3014
8335043;Konstanz;"""060""";Staad;"""0601""";31.12.2019;1008;529;928;80;128;146;101;112;157;364;575
8335043;Konstanz;"""060""";Staad;"""0602""";31.12.2019;771;412;700;71;117;109;87;97;94;267;424
8335043;Konstanz;"""060""";Staad;"""060""";31.12.2019;1779;941;1628;151;245;255;188;209;251;631;999
8335043;Konstanz;"""070""";Fuerstenberg;"""0701""";31.12.2019;4425;2283;3510;915;620;1327;574;435;560;909;2552
8335043;Konstanz;"""070""";Fuerstenberg;"""0702""";31.12.2019;3213;1648;2719;494;404;699;434;302;434;940;1826
8335043;Konstanz;"""070""";Fuerstenberg;"""0703""";31.12.2019;2168;1121;1856;312;360;399;254;239;308;608;1146
8335043;Konstanz;"""070""";Fuerstenberg;"""0704""";31.12.2019;2694;1398;1996;698;362;658;370;320;372;612;1576
8335043;Konstanz;"""070""";Fuerstenberg;"""070""";31.12.2019;12500;6450;10081;2419;1746;3083;1632;1296;1674;3069;7100
8335043;Konstanz;"""080""";Wollmatingen;"""0801""";31.12.2019;2768;1461;2171;597;603;470;390;311;417;577;1377
8335043;Konstanz;"""080""";Wollmatingen;"""0802""";31.12.2019;2163;1078;1928;235;449;415;239;306;358;396;1035
8335043;Konstanz;"""080""";Wollmatingen;"""0803""";31.12.2019;1844;965;1622;222;268;363;215;225;349;424;970
8335043;Konstanz;"""080""";Wollmatingen;"""080""";31.12.2019;6775;3504;5721;1054;1320;1248;844;842;1124;1397;3382
8335043;Konstanz;"""090""";Industriegebiet;"""0901""";31.12.2019;792;339;494;298;129;192;103;91;128;149;396
8335043;Konstanz;"""090""";Industriegebiet;"""0902""";31.12.2019;132;54;82;50;14;35;17;21;27;18;78
8335043;Konstanz;"""090""";Industriegebiet;"""0903""";31.12.2019;124;30;59;65;5;35;19;16;27;22;60
8335043;Konstanz;"""090""";Industriegebiet;"""090""";31.12.2019;1048;423;635;413;148;262;139;128;182;189;534
8335043;Konstanz;"""100""";Egg;"""1001""";31.12.2019;812;408;725;87;170;157;91;93;136;165;368
8335043;Konstanz;"""100""";Egg;"""100""";31.12.2019;812;408;725;87;170;157;91;93;136;165;368
8335043;Konstanz;"""110""";Litzelstetten;"""1101""";31.12.2019;1785;916;1619;166;271;300;186;201;293;534;952
8335043;Konstanz;"""110""";Litzelstetten;"""1102""";31.12.2019;2032;1085;1839;193;241;312;214;199;338;728;1139
8335043;Konstanz;"""110""";Litzelstetten;"""1103""";31.12.2019;44;13;11;33;0;8;9;6;14;7;31
8335043;Konstanz;"""110""";Litzelstetten;"""110""";31.12.2019;3861;2014;3469;392;512;620;409;406;645;1269;2122
8335043;Konstanz;"""120""";Dingelsdorf;"""1201""";31.12.2019;1758;895;1618;140;273;277;176;181;314;537;894
8335043;Konstanz;"""120""";Dingelsdorf;"""1202""";31.12.2019;340;166;279;61;50;44;35;46;53;112;160
8335043;Konstanz;"""120""";Dingelsdorf;"""120""";31.12.2019;2098;1061;1897;201;323;321;211;227;367;649;1054
8335043;Konstanz;"""130""";Dettingen;"""1301""";31.12.2019;1527;777;1362;165;296;194;182;187;203;465;730
8335043;Konstanz;"""130""";Dettingen;"""1302""";31.12.2019;1762;914;1599;163;266;264;200;187;281;564;878
8335043;Konstanz;"""130""";Dettingen;"""130""";31.12.2019;3289;1691;2961;328;562;458;382;374;484;1029;1608
8335043;Konstanz;"""140""";Wallhausen;"""1401""";31.12.2019;1137;603;975;162;149;191;147;117;194;339;653
8335043;Konstanz;"""140""";Wallhausen;"""140""";31.12.2019;1137;603;975;162;149;191;147;117;194;339;653
8335043;Konstanz;.;Stadt Konstanz;.;31.12.2019;86332;44871;72612;13720;12223;20767;11385;9057;11899;21001;48800
8335043;Konstanz;"""010""";Altstadt;"""0101""";31.12.2018;1282;652;1002;280;130;401;227;158;155;211;853
8335043;Konstanz;"""010""";Altstadt;"""0102""";31.12.2018;1787;886;1422;365;274;432;306;202;223;350;1081
8335043;Konstanz;"""010""";Altstadt;"""0103""";31.12.2018;2907;1505;2562;345;433;577;470;365;407;655;1697
8335043;Konstanz;"""010""";Altstadt;"""0104""";31.12.2018;2147;1188;1935;212;318;432;274;267;313;543;1283
8335043;Konstanz;"""010""";Altstadt;"""0105""";31.12.2018;1359;733;1225;134;219;342;223;172;184;219;780
8335043;Konstanz;"""010""";Altstadt;"""0106""";31.12.2018;1212;616;1002;210;97;377;239;117;145;237;836
8335043;Konstanz;"""010""";Altstadt;"""0107""";31.12.2018;1422;758;1181;241;154;370;230;155;174;339;951
8335043;Konstanz;"""010""";Altstadt;"""010""";31.12.2018;12116;6338;10329;1787;1625;2931;1969;1436;1601;2554;7481
8335043;Konstanz;"""020""";Paradies;"""0201""";31.12.2018;2805;1522;2511;294;373;478;409;321;450;774;1666
8335043;Konstanz;"""020""";Paradies;"""0202""";31.12.2018;1631;926;1447;184;183;304;226;180;228;510;1048
8335043;Konstanz;"""020""";Paradies;"""0203""";31.12.2018;1068;430;797;271;11;1011;38;6;NA;NA;657
8335043;Konstanz;"""020""";Paradies;"""0204""";31.12.2018;609;319;586;23;106;104;70;73;NA;NA;325
8335043;Konstanz;"""020""";Paradies;"""020""";31.12.2018;6113;3197;5341;772;673;1897;743;580;800;1420;3696
8335043;Konstanz;"""030""";Petershausen-West;"""0301""";31.12.2018;996;516;777;219;141;280;142;110;121;202;605
8335043;Konstanz;"""030""";Petershausen-West;"""0302""";31.12.2018;1684;834;1183;501;265;460;248;190;204;317;866
8335043;Konstanz;"""030""";Petershausen-West;"""0303""";31.12.2018;6032;3083;4894;1138;776;1949;1072;608;684;943;3499
8335043;Konstanz;"""030""";Petershausen-West;"""0304""";31.12.2018;3436;1721;2689;747;359;1188;520;315;378;676;2148
8335043;Konstanz;"""030""";Petershausen-West;"""0305""";31.12.2018;1773;933;1515;258;270;395;209;199;294;406;999
8335043;Konstanz;"""030""";Petershausen-West;"""0306""";31.12.2018;2081;1092;1704;377;231;649;319;223;266;393;1222
8335043;Konstanz;"""030""";Petershausen-West;"""030""";31.12.2018;16002;8179;12762;3240;2042;4921;2510;1645;1947;2937;9339
8335043;Konstanz;"""035""";Petershausen-Ost;"""0351""";31.12.2018;2159;1178;1713;446;315;578;267;216;271;512;1242
8335043;Konstanz;"""035""";Petershausen-Ost;"""0352""";31.12.2018;1377;771;1249;128;195;213;164;132;184;489;786
8335043;Konstanz;"""035""";Petershausen-Ost;"""0353""";31.12.2018;1269;672;1156;113;164;207;147;124;207;420;732
8335043;Konstanz;"""035""";Petershausen-Ost;"""0354""";31.12.2018;1139;660;1045;94;125;78;66;105;119;646;629
8335043;Konstanz;"""035""";Petershausen-Ost;"""0355""";31.12.2018;1329;675;1225;104;188;267;119;167;204;384;711
8335043;Konstanz;"""035""";Petershausen-Ost;"""035""";31.12.2018;7273;3956;6388;885;987;1343;763;744;985;2451;4100
8335043;Konstanz;"""040""";Koenigsbau;"""0401""";31.12.2018;1207;626;1056;151;130;381;107;114;169;306;717
8335043;Konstanz;"""040""";Koenigsbau;"""0402""";31.12.2018;1597;877;1220;377;374;254;205;209;244;311;756
8335043;Konstanz;"""040""";Koenigsbau;"""0403""";31.12.2018;2534;1264;1988;546;333;1279;247;150;166;359;1334
8335043;Konstanz;"""040""";Koenigsbau;"""0404""";31.12.2018;910;470;803;107;137;207;114;93;136;223;496
8335043;Konstanz;"""040""";Koenigsbau;"""040""";31.12.2018;6248;3237;5067;1181;974;2121;673;566;715;1199;3303
8335043;Konstanz;"""050""";Allmannsdorf;"""0501""";31.12.2018;1643;877;1495;148;242;283;165;166;286;501;877
8335043;Konstanz;"""050""";Allmannsdorf;"""0502""";31.12.2018;1359;720;1192;167;207;288;164;162;198;340;750
8335043;Konstanz;"""050""";Allmannsdorf;"""0503""";31.12.2018;2339;1233;2101;238;292;560;277;211;354;645;1368
8335043;Konstanz;"""050""";Allmannsdorf;"""050""";31.12.2018;5341;2830;4788;553;741;1131;606;539;838;1486;2995
8335043;Konstanz;"""060""";Staad;"""0601""";31.12.2018;1002;531;927;75;127;132;95;120;153;375;570
8335043;Konstanz;"""060""";Staad;"""0602""";31.12.2018;791;422;710;81;121;121;84;108;95;262;430
8335043;Konstanz;"""060""";Staad;"""060""";31.12.2018;1793;953;1637;156;248;253;179;228;248;637;1000
8335043;Konstanz;"""070""";Fuerstenberg;"""0701""";31.12.2018;4395;2292;3496;899;594;1382;542;430;552;895;2556
8335043;Konstanz;"""070""";Fuerstenberg;"""0702""";31.12.2018;3142;1612;2681;461;391;687;400;301;448;915;1791
8335043;Konstanz;"""070""";Fuerstenberg;"""0703""";31.12.2018;2127;1094;1836;291;349;380;238;242;320;598;1127
8335043;Konstanz;"""070""";Fuerstenberg;"""0704""";31.12.2018;2682;1375;1993;689;353;667;375;317;356;614;1570
8335043;Konstanz;"""070""";Fuerstenberg;"""070""";31.12.2018;12346;6373;10006;2340;1687;3116;1555;1290;1676;3022;7044
8335043;Konstanz;"""080""";Wollmatingen;"""0801""";31.12.2018;2738;1441;2201;537;602;457;389;332;403;555;1358
8335043;Konstanz;"""080""";Wollmatingen;"""0802""";31.12.2018;2202;1105;1961;241;461;412;247;323;361;398;1046
8335043;Konstanz;"""080""";Wollmatingen;"""0803""";31.12.2018;1844;940;1612;232;275;357;203;241;343;425;986
8335043;Konstanz;"""080""";Wollmatingen;"""080""";31.12.2018;6784;3486;5774;1010;1338;1226;839;896;1107;1378;3390
8335043;Konstanz;"""090""";Industriegebiet;"""0901""";31.12.2018;834;359;529;305;132;206;112;102;127;155;417
8335043;Konstanz;"""090""";Industriegebiet;"""0902""";31.12.2018;131;58;83;48;15;29;21;22;25;19;81
8335043;Konstanz;"""090""";Industriegebiet;"""0903""";31.12.2018;128;42;61;67;12;30;15;23;26;22;62
8335043;Konstanz;"""090""";Industriegebiet;"""090""";31.12.2018;1093;459;673;420;159;265;148;147;178;196;560
8335043;Konstanz;"""100""";Egg;"""1001""";31.12.2018;763;384;671;92;162;136;84;85;145;151;345
8335043;Konstanz;"""100""";Egg;"""100""";31.12.2018;763;384;671;92;162;136;84;85;145;151;345
8335043;Konstanz;"""110""";Litzelstetten;"""1101""";31.12.2018;1752;887;1585;167;276;269;192;206;276;533;914
8335043;Konstanz;"""110""";Litzelstetten;"""1102""";31.12.2018;2020;1075;1840;180;240;316;204;223;331;706;1130
8335043;Konstanz;"""110""";Litzelstetten;"""1103""";31.12.2018;59;19;15;44;3;17;14;8;11;6;38
8335043;Konstanz;"""110""";Litzelstetten;"""110""";31.12.2018;3831;1981;3440;391;519;602;410;437;618;1245;2082
8335043;Konstanz;"""120""";Dingelsdorf;"""1201""";31.12.2018;1756;896;1624;132;270;290;159;186;331;520;892
8335043;Konstanz;"""120""";Dingelsdorf;"""1202""";31.12.2018;338;161;272;66;52;39;34;46;58;109;160
8335043;Konstanz;"""120""";Dingelsdorf;"""120""";31.12.2018;2094;1057;1896;198;322;329;193;232;389;629;1052
8335043;Konstanz;"""130""";Dettingen;"""1301""";31.12.2018;1548;776;1374;174;300;198;202;184;200;464;733
8335043;Konstanz;"""130""";Dettingen;"""1302""";31.12.2018;1722;892;1585;137;249;245;189;202;277;560;870
8335043;Konstanz;"""130""";Dettingen;"""130""";31.12.2018;3270;1668;2959;311;549;443;391;386;477;1024;1603
8335043;Konstanz;"""140""";Wallhausen;"""1401""";31.12.2018;1123;598;987;136;140;192;136;134;187;334;641
8335043;Konstanz;"""140""";Wallhausen;"""140""";31.12.2018;1123;598;987;136;140;192;136;134;187;334;641
8335043;Konstanz;.;Stadt Konstanz;.;31.12.2018;86190;44696;72718;13472;12166;20906;11199;9345;11911;20663;48631
8335043;Konstanz;"""010""";Altstadt;"""0101""";31.12.2017;1301;659;1030;271;141;408;230;166;149;207;858
8335043;Konstanz;"""010""";Altstadt;"""0102""";31.12.2017;1742;854;1404;338;256;418;305;203;215;345;1065
8335043;Konstanz;"""010""";Altstadt;"""0103""";31.12.2017;2902;1492;2556;346;438;602;462;369;393;638;1690
8335043;Konstanz;"""010""";Altstadt;"""0104""";31.12.2017;2126;1181;1910;216;309;428;279;263;317;530;1262
8335043;Konstanz;"""010""";Altstadt;"""0105""";31.12.2017;1346;720;1218;128;209;340;228;175;181;213;785
8335043;Konstanz;"""010""";Altstadt;"""0106""";31.12.2017;1200;598;1009;191;96;373;225;128;147;231;830
8335043;Konstanz;"""010""";Altstadt;"""0107""";31.12.2017;1447;757;1212;235;156;379;232;164;168;348;958
8335043;Konstanz;"""010""";Altstadt;"""010""";31.12.2017;12064;6261;10339;1725;1605;2948;1961;1468;1570;2512;7448
8335043;Konstanz;"""020""";Paradies;"""0201""";31.12.2017;2836;1544;2539;297;375;518;385;337;443;778;1688
8335043;Konstanz;"""020""";Paradies;"""0202""";31.12.2017;1636;931;1462;174;181;300;236;197;220;502;1040
8335043;Konstanz;"""020""";Paradies;"""0203""";31.12.2017;1094;454;770;324;8;1042;37;5;1;1;672
8335043;Konstanz;"""020""";Paradies;"""0204""";31.12.2017;595;314;577;18;98;109;57;80;120;131;319
8335043;Konstanz;"""020""";Paradies;"""020""";31.12.2017;6161;3243;5348;813;662;1969;715;619;784;1412;3719
8335043;Konstanz;"""030""";Petershausen-West;"""0301""";31.12.2017;984;521;784;200;138;260;154;118;115;199;592
8335043;Konstanz;"""030""";Petershausen-West;"""0302""";31.12.2017;1710;850;1212;498;272;474;259;182;212;311;877
8335043;Konstanz;"""030""";Petershausen-West;"""0303""";31.12.2017;5982;3066;4848;1134;775;1962;1012;638;661;934;3450
8335043;Konstanz;"""030""";Petershausen-West;"""0304""";31.12.2017;3214;1595;2468;746;306;1135;459;298;377;639;2076
8335043;Konstanz;"""030""";Petershausen-West;"""0305""";31.12.2017;1713;910;1474;239;252;381;196;204;278;402;969
8335043;Konstanz;"""030""";Petershausen-West;"""0306""";31.12.2017;2013;1069;1721;292;223;620;297;221;262;390;1193
8335043;Konstanz;"""030""";Petershausen-West;"""030""";31.12.2017;15616;8011;12507;3109;1966;4832;2377;1661;1905;2875;9157
8335043;Konstanz;"""035""";Petershausen-Ost;"""0351""";31.12.2017;2073;1117;1684;389;284;572;253;197;258;509;1207
8335043;Konstanz;"""035""";Petershausen-Ost;"""0352""";31.12.2017;1369;783;1252;117;198;204;158;145;177;487;761
8335043;Konstanz;"""035""";Petershausen-Ost;"""0353""";31.12.2017;1262;670;1156;106;168;206;134;133;214;407;726
8335043;Konstanz;"""035""";Petershausen-Ost;"""0354""";31.12.2017;1137;658;1059;78;131;76;63;111;106;650;621
8335043;Konstanz;"""035""";Petershausen-Ost;"""0355""";31.12.2017;1346;693;1247;99;204;271;114;183;197;377;713
8335043;Konstanz;"""035""";Petershausen-Ost;"""035""";31.12.2017;7187;3921;6398;789;985;1329;722;769;952;2430;4028
8335043;Konstanz;"""040""";Koenigsbau;"""0401""";31.12.2017;1138;594;1010;128;121;323;109;111;172;302;674
8335043;Konstanz;"""040""";Koenigsbau;"""0402""";31.12.2017;1600;868;1254;346;373;275;196;210;236;310;758
8335043;Konstanz;"""040""";Koenigsbau;"""0403""";31.12.2017;2550;1269;1989;561;319;1280;263;163;165;360;1354
8335043;Konstanz;"""040""";Koenigsbau;"""0404""";31.12.2017;906;471;809;97;148;193;109;104;140;212;483
8335043;Konstanz;"""040""";Koenigsbau;"""040""";31.12.2017;6194;3202;5062;1132;961;2071;677;588;713;1184;3269
8335043;Konstanz;"""050""";Allmannsdorf;"""0501""";31.12.2017;1641;867;1502;139;240;274;141;177;284;525;881
8335043;Konstanz;"""050""";Allmannsdorf;"""0502""";31.12.2017;1371;728;1214;157;210;294;160;183;182;342;750
8335043;Konstanz;"""050""";Allmannsdorf;"""0503""";31.12.2017;2322;1236;2076;246;297;551;272;227;350;625;1350
8335043;Konstanz;"""050""";Allmannsdorf;"""050""";31.12.2017;5334;2831;4792;542;747;1119;573;587;816;1492;2981
8335043;Konstanz;"""060""";Staad;"""0601""";31.12.2017;1018;545;933;85;131;135;92;124;169;367;575
8335043;Konstanz;"""060""";Staad;"""0602""";31.12.2017;795;424;711;84;125;119;87;109;93;262;437
8335043;Konstanz;"""060""";Staad;"""060""";31.12.2017;1813;969;1644;169;256;254;179;233;262;629;1012
8335043;Konstanz;"""070""";Fuerstenberg;"""0701""";31.12.2017;4415;2283;3517;898;593;1425;535;424;554;884;2566
8335043;Konstanz;"""070""";Fuerstenberg;"""0702""";31.12.2017;3182;1633;2763;419;388;720;361;324;448;941;1828
8335043;Konstanz;"""070""";Fuerstenberg;"""0703""";31.12.2017;2168;1115;1879;289;337;420;248;240;320;603;1148
8335043;Konstanz;"""070""";Fuerstenberg;"""0704""";31.12.2017;2668;1374;1985;683;335;705;342;318;341;627;1583
8335043;Konstanz;"""070""";Fuerstenberg;"""070""";31.12.2017;12433;6405;10144;2289;1653;3270;1486;1306;1663;3055;7125
8335043;Konstanz;"""080""";Wollmatingen;"""0801""";31.12.2017;2771;1446;2254;517;603;458;419;352;384;555;1363
8335043;Konstanz;"""080""";Wollmatingen;"""0802""";31.12.2017;2170;1096;1945;225;453;422;239;330;339;387;1026
8335043;Konstanz;"""080""";Wollmatingen;"""0803""";31.12.2017;1854;952;1643;211;299;357;203;257;315;423;964
8335043;Konstanz;"""080""";Wollmatingen;"""080""";31.12.2017;6795;3494;5842;953;1355;1237;861;939;1038;1365;3353
8335043;Konstanz;"""090""";Industriegebiet;"""0901""";31.12.2017;826;355;527;299;140;204;104;103;124;151;416
8335043;Konstanz;"""090""";Industriegebiet;"""0902""";31.12.2017;133;49;91;42;13;35;25;21;20;19;84
8335043;Konstanz;"""090""";Industriegebiet;"""0903""";31.12.2017;149;51;63;86;19;46;14;26;23;21;67
8335043;Konstanz;"""090""";Industriegebiet;"""090""";31.12.2017;1108;455;681;427;172;285;143;150;167;191;567
8335043;Konstanz;"""100""";Egg;"""1001""";31.12.2017;761;367;680;81;157;144;87;88;147;138;333
8335043;Konstanz;"""100""";Egg;"""100""";31.12.2017;761;367;680;81;157;144;87;88;147;138;333
